Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PROFESSORA ANTONIETA BANHOS FERNANDES,32075936,ES,Linhares,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA D PEDRO II, SN ESCOLA. INTERLAGOS. 29903-200 Linhares - ES.",(27) 32643999,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-19.3951751,-40.0396477
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM DR JOSE MOYSES,32076410,ES,Cariacica,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA RIO ITAPEMIRIM, SN BELA VISTA. 29142-288 Cariacica - ES.",(27) 33167041,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atendimento Educacional Especializado,-20.3666738,-40.3740524
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM GUILHERME MILANEZE,32078170,ES,Vargem Alta,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CAETANO VANINI, SN SAO JOSE DE FRUTEIRAS. 29295-000 Vargem Alta - ES.",(28) 999261379,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.60500821,-41.02982787
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEM SOBREIRO,32078315,ES,Laranja da Terra,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PRINCIPAL, SN SOBREIRO. 29619-000 Laranja da Terra - ES.",,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Médio,,-19.8250238,-41.1128581
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEM MENINO JESUS,32078536,ES,Muniz Freire,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA FRANCELINO GOULART, 76 MENINO JESUS. 29380-000 Muniz Freire - ES.",(28) 998729080,Estadual,Não Informado,Não,Sim,Até 50 matrículas de escolarização,Ensino Médio,Atendimento Educacional Especializado,-20.4013719,-41.42751904
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM ANTONIO SABATINI SIMONI,32078552,ES,Mimoso do Sul,Rural,A escola não está em área de localização diferenciada,Pública,"RUA PRINCIPAL, SN CONCEICAO DE MUQUI. 29400-000 Mimoso do Sul - ES.",(28) 99378668,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-20.97404435,-41.5089343
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM SANTISSIMA TRINDADE,32078587,ES,Iúna,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA TERPINHA LACERDA, SN GUANABARA. 29390-000 Iúna - ES.",(28) 999586427,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.3560363,-41.5314036
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM GUILHERMINA HULDA KRUGER REINHOLZ,32078625,ES,Santa Leopoldina,Rural,A escola não está em área de localização diferenciada,Pública,"RUA PROJETADA, SN ZONA RURAL. HOLANDA. 29640-000 Santa Leopoldina - ES.",,Estadual,Não Informado,Não,Sim,Até 50 matrículas de escolarização,Ensino Médio,,-20.1998267,-40.542923
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEM DUNAS DE ITAUNAS,32078650,ES,Conceição da Barra,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA EVANDRO RODRIGUES BARCELOS, SN ESCOLA. ITAUNAS. 29965-000 Conceição da Barra - ES.",(27) 37625024,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Médio,"Atendimento Educacional Especializado, Atividade Complementar",-18.4201912,-39.7094753
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM WALLACE CASTELLO DUTRA,32078722,ES,São Mateus,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA ESPERA FELIZ, 1124 LADO NORTE. GURIRI. 29946-600 São Mateus - ES.",(27) 96592052,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-18.7321625,-39.757661
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEM PROF MARIA CANDIDO KNEIPP,32079214,ES,Muniz Freire,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MARIA ASCENSAO SOARES, 134 ZN URB VIEIRA MACHADO. 29383-000 Muniz Freire - ES.",,Estadual,Não Informado,Não,Sim,Até 50 matrículas de escolarização,Ensino Médio,Atendimento Educacional Especializado,-20.4964704,-41.3351532
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEM MARIO GURGEL,32079230,ES,Vila Velha,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA MARROCOS, SN JABAETE. 29126-747 Vila Velha - ES.",(27) 97554786,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.4443062,-40.3549008
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEM PROF RENATO JOSE DA COSTA PACHECO,32079338,ES,Vitória,Urbana,A escola não está em área de localização diferenciada,Pública,"AV ENGº CHARLES BITRAN, 251 JARDIM CAMBURI. 29092-270 Vitória - ES.",(27) 33175309,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-20.2468334,-40.2716817
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM VIRGINIA NOVA,32079389,ES,Rio Novo do Sul,Rural,A escola não está em área de localização diferenciada,Pública,"ESTRADA DE VIRGINIA NOVA, SN ZONA RURAL. 29290-000 Rio Novo do Sul - ES.",(28) 981180123,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-20.7535096,-40.9684912
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEM MARIA DALVA GAMA BERNABE,32079435,ES,Nova Venécia,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DUARTE, 431 RUBIA. 29830-000 Nova Venécia - ES.",(27) 96151636,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",Atividade Complementar,-18.6980753,-40.3941349
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEM ZEFERINO OLIOSI,32079451,ES,Nova Venécia,Rural,A escola não está em área de localização diferenciada,Pública,"RUA JOAQUIM DE OLIVEIRA, 56 PATRIMONIO. CRISTALINO. 29830-000 Nova Venécia - ES.",(27) 37705114,Estadual,Não Informado,Não,Sim,Até 50 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-18.7856196,-40.5778617
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PAULO FREIRE,32079478,ES,Montanha,Rural,Área de assentamento,Pública,"ASSENTAMENTO ADRIANO MACHADO, SN ZONA RURAL. 29890-000 Montanha - ES.",(27) 98643144,Estadual,Não Informado,Não,Sim,Até 50 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-18.1115131,-40.3276813
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEF OCTAVIANO RODRIGUES DE CARVALHO,32079486,ES,Ponto Belo,Rural,Área de assentamento,Pública,"ASSENTAMENTO OCTAVIANO RODRIGUES DE CARVALHO, SN ASSENTAMENTO. 29885-000 Ponto Belo - ES.",(27) 98643144,Estadual,Não Informado,Não,Sim,Até 50 matrículas de escolarização,Ensino Fundamental,,-18.2747604,-40.4866732
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM CANDIDO PORTINARI,32079842,ES,Sooretama,Rural,A escola não está em área de localização diferenciada,Pública,"RODOVIA GERVASIO ROSA PORTO, 180 CAIXA POSTAL 196. JUNCADO. 29927-000 Sooretama - ES.",(27) 96985844,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-19.08864036,-40.13892943
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEET TALMO LUIZ SILVA,32080204,ES,João Neiva,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PADRE ANCHIETA, 250 PREDIO. VILA NOVA DE CIMA. 29680-000 João Neiva - ES.",(27) 32583451,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Profissional,,-19.7626371,-40.3851993
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEUEF ASSENTAMENTO ADAO PRETTO,32080220,ES,Nova Venécia,Rural,Área de assentamento,Pública,"ASSENTAMENTO ADAO PRETTO, SN CORREGO BARRA SECA. ZONA RURAL. 29830-000 Nova Venécia - ES.",(27) 99783730,Estadual,Não Informado,Não,Sim,Até 50 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-18.8726296,-40.5249029
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEM MATA FRIA,32080727,ES,Afonso Cláudio,Rural,Área onde se localizam povos e comunidades tradicionais,Pública,"CORREGO FRANCISCO CORREA, SN DISTRITO MATA FRIA. MATA FRIA. 29600-000 Afonso Cláudio - ES.",(27) 995700072,Estadual,Não Informado,Não,Sim,Até 50 matrículas de escolarização,Ensino Médio,,-20.08252451,-40.97769189
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM SERRA SEDE,32080735,ES,Serra,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA GETULIO VARGAS, 192 N. SERRA CENTRO. 29176-090 Serra - ES.",(27) 30705920,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-20.126117,-40.3071318
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEEMTI BAIXO GUANDU,32080867,ES,Baixo Guandu,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA PRESIDENTE TANCREDO DE ALMEIDA NEVES, 215 PREDIO ESCOLAR. VILA KENNEDY. 29730-000 Baixo Guandu - ES.",(27) 37329591,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-19.5149532,-41.0049619
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEIEFM ALDEIA CAIEIRAS VELHA,32081294,ES,Aracruz,Rural,Terra indígena,Pública,"RODOVIA PRIMO BITTI - ALDEIA INDIGENA CAIEIRAS VELHA, SN ALDEIA CAIEIRAS VELHA. 29190-010 Aracruz - ES.",(27) 33727960,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-19.92059,-40.17521333
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM CORA CORALINA,32081308,ES,Vila Velha,Rural,A escola não está em área de localização diferenciada,Pública,"RODOVIA GOVERNADOR MARIO COVASKM 313, SN FAZENDA SANTA FE. XURI. 29129-800 Vila Velha - ES.",(27) 96171854,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,Educação de Jovens Adultos,,-20.47002983,-40.46571024
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM NELSON MANDELA,32081316,ES,Viana,Urbana,A escola não está em área de localização diferenciada,Pública,"RODOVIA BR-262, KM 19, SN CENTRO. 29130-055 Viana - ES.",(27) 995004456,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação de Jovens Adultos,,-20.37803447,-40.4988369
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEEFMTI SAO PEDRO DR AGESANDRO DA COSTA PEREIRA,32081391,ES,Vitória,Urbana,A escola não está em área de localização diferenciada,Pública,"RODOVIA SERAFIM DERENZI, 3115 INHANGUETA. 29023-010 Vitória - ES.",(27) 31003205,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-20.28277448,-40.33914118
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEEFMTI JOAQUIM BEATO,32081618,ES,Serra,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA LINHARES, SN BLOCO A. PLANALTO SERRANO. 29178-355 Serra - ES.",(27) 32519152,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-20.1336386,-40.2830477
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEEFMTI PASTOR OLIVEIRA DE ARAUJO,32081634,ES,Vila Velha,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA OTAVIO BORIN, 570 COBILANDIA. 29111-205 Vila Velha - ES.",(27) 33695588,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.3545478,-40.3502642
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM JOSE CUPERTINO,32082037,ES,Afonso Cláudio,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA UTE AMELIA GASTIN PADUA, 49 ESCOLA. SAO TARCISIO. 29600-000 Afonso Cláudio - ES.",(27) 96034742,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.0755414,-41.126851
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEEFMTI DR GETUNILDO PIMENTEL,32082223,ES,Serra,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA AGUIA, SN ESCOLA. NOVO HORIZONTE. 29163-342 Serra - ES.",(27) 32092210,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-20.21991983,-40.24676043
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEEMTI PAULO FREIRE,32082231,ES,Anchieta,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA MARIANA DAMAZIO FLORES, 701 ANTIGO SENAI. ANCHIETA. 29230-000 Anchieta - ES.",(28) 35362709,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-20.8053972,-40.6357604
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM ILDA FERREIRA DA FONSECA MARTINS,32082274,ES,São Gabriel da Palha,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 7 DE SETEMBRO, 427 CENTRO. 29780-000 São Gabriel da Palha - ES.",(27) 37273912,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-19.01009069,-40.53970501
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEEFMTI ELISA PAIVA,32082533,ES,Conceição do Castelo,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA JOSE GRILLO, 348 PREDIO. CENTRO. 29370-000 Conceição do Castelo - ES.",(28) 992712472,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-20.35709,-41.24476333
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EECOR DE COLATINA,32083114,ES,Colatina,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA EUCLIDES PRETTI, S/N RETA GRANDE. 29700-005 Colatina - ES.",(27) 96434812,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Médio,,-19.31012667,-40.68686
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEET GIUSEPPE ALTOE,32083823,ES,Vargem Alta,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PRINCIPAL, S N BOA ESPERANCA. 29295-000 Vargem Alta - ES.",(28) 35011015,Estadual,Não Informado,Não,Sim,Até 50 matrículas de escolarização,Educação Profissional,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEF PROFESSORA DEUSZUITA RIBEIRO MACHADO,32083840,ES,Pedro Canário,Urbana,A escola não está em área de localização diferenciada,Pública,"JEOVAR DIAS FREITAS, SN PREDIO ESCOLAR. SATURNINO MAURO. 29970-000 Pedro Canário - ES.",,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEM FRANCISCO GUILHERME,32094604,ES,Santa Maria de Jetibá,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA JOAO PEDRO LAUVERS, SN GARRAFAO. 29645-000 Santa Maria de Jetibá - ES.",(27) 996968177,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Médio,,-20.1537706,-40.9451415
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEUEF ROSANGELA LEITE ALVES,32096402,ES,Montanha,Rural,Área de assentamento,Pública,"ASSENTAMENTO OZIEL ALVES, SN ZONA RURAL. 29890-000 Montanha - ES.",(27) 98643144,Estadual,Não Informado,Não,Sim,Até 50 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-18.2694094,-40.1686451
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM AUGUSTO DE OLIVEIRA,32096801,ES,Conceição da Barra,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA WALDEREDO FARIA, 728 RUA BRACO DO RIO. 29967-000 Conceição da Barra - ES.",(27) 996086566,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-18.4344743,-39.9306313
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM ITAMIRA,32102011,ES,Ponto Belo,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA GETULIO VARGAS, SN CENTRO. 29885-000 Ponto Belo - ES.",,Estadual,Não Informado,Não,Em Tramitação,Até 50 matrículas de escolarização,Educação de Jovens Adultos,,-18.25376167,-40.51289833
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PAULO DAMIAO TRISTAO PURINHA,32102020,ES,Linhares,Rural,Área de assentamento,Pública,"ROD ESTADUAL 248 ASSENTAMENTO SEZINIO FERNANDES DE JESUS, SN ZONA RURAL. 29900-010 Linhares - ES.",,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-19.4806467,-40.2930217
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEUEF MADRE CRISTINA,32102046,ES,Pancas,Rural,Área de assentamento,Pública,"ASSENTAMENTO MADRE CRISTINA, SN CORREGO SAO PEDRO. ZONA RURAL. 29750-000 Pancas - ES.",,Estadual,Não Informado,Não,Sim,Até 50 matrículas de escolarização,Ensino Fundamental,,-19.3143897,-40.8595416
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM VILA NOVA DE COLARES,32134010,ES,Serra,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ALFREDO GALENO, SN VILA NOVA DE COLARES. 29172-805 Serra - ES.",(27) 32455657,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.1782262,-40.2128266
